applicant_name,gender,age,city,employment_type,bank,monthly_income_pkr,credit_score,loan_amount_pkr,loan_tenure_months,existing_loans,default_history,has_credit_card,approved
Amna Malik,F,28,Karachi,Salaried,HBL,81800,596,410000,36,1,0,1,0
Anaya Rashid,F,45,Rawalpindi,Unemployed,MCB,40900,645,1588000,24,0,0,1,0
Areeba Qureshi,F,24,Lahore,Salaried,MCB,38400,815,1433000,36,0,0,1,0
Sana Qureshi,F,39,Karachi,Salaried,Faysal Bank,206400,751,698000,60,0,1,1,0
Umar Saleem,M,30,Multan,Salaried,JS Bank,129300,810,239000,12,2,0,1,0
Shahzaib Gill,M,39,Karachi,Contract,Standard Chartered,96400,690,101000,36,1,0,1,0
Rizwan Ali,M,55,Karachi,Salaried,Standard Chartered,63100,564,1464000,18,0,0,1,0
Anaya Tariq,F,21,Rawalpindi,Contract,MCB,91700,554,1641000,60,0,0,0,0
Eman Syed,F,39,Lahore,Self-Employed,Meezan,198700,588,1039000,18,2,0,0,0
Ammar Saeed,M,60,Lahore,Salaried,Faysal Bank,131700,839,835000,12,0,0,0,1
Bushra Saeed,F,59,Islamabad,Salaried,Faysal Bank,145300,693,1585000,36,0,0,1,1
Alina Ali,F,43,Rawalpindi,Salaried,MCB,165400,701,565000,12,1,0,1,0
Tufail Malik,M,47,Karachi,Business Owner,Faysal Bank,110300,680,784000,36,0,0,1,0
Sidra Siddiqui,F,44,Peshawar,Salaried,Standard Chartered,47000,710,772000,48,1,1,0,0
Hassan Ahmed,M,39,Lahore,Salaried,MCB,75000,599,643000,36,0,0,1,0
Bilal Haider,M,28,Karachi,Self-Employed,MCB,136500,654,1014000,12,1,0,0,0
Ali Butt,M,53,Karachi,Salaried,HBL,109300,547,838000,6,0,0,0,0
Junaid Niaz,M,38,Peshawar,Salaried,Alfalah,108500,706,514000,60,1,0,1,0
Sahar Saleem,F,55,Karachi,Salaried,Faysal Bank,143100,716,267000,6,0,0,1,1
Sohail Raza,M,29,Rawalpindi,Self-Employed,JS Bank,115800,626,1463000,12,0,0,1,1
Maryam Farooq,F,28,Karachi,Self-Employed,Meezan,83100,536,1308000,6,0,0,0,0
Rida Aslam,F,29,Peshawar,Contract,Askari,64300,656,1887000,24,1,0,0,0
Sidra Naseer,F,47,Quetta,Salaried,MCB,147600,745,921000,60,2,1,1,0
Ibrahim Farooq,M,42,Karachi,Contract,UBL,143000,587,1172000,36,0,0,0,0
Sajid Akhtar,M,47,Karachi,Salaried,Meezan,183100,611,684000,24,0,0,1,0
Ibrahim Latif,M,30,Karachi,Salaried,Faysal Bank,98600,674,1163000,18,0,0,0,0
Rizwan Chaudhry,M,35,Hyderabad,Business Owner,Meezan,172700,685,1493000,48,0,0,1,0
Imran Gill,M,47,Rawalpindi,Salaried,Meezan,141200,718,304000,6,1,1,0,0
Hussain Sheikh,M,41,Hyderabad,Salaried,JS Bank,133000,782,730000,24,3,1,0,0
Hassan Naseer,M,36,Lahore,Salaried,Askari,145200,620,1031000,18,0,0,1,1
Farhan Niaz,M,33,Multan,Contract,HBL,128600,599,359000,36,0,0,0,1
Danish Chaudhry,M,36,Hyderabad,Self-Employed,Standard Chartered,98400,645,182000,48,1,0,1,1
Ali Tariq,M,32,Karachi,Contract,NBP,78200,603,475000,36,2,0,1,1
Saba Latif,F,49,Karachi,Business Owner,Alfalah,187900,617,723000,48,1,0,0,1
Taha Shah,M,27,Karachi,Self-Employed,HBL,86600,670,293000,36,1,0,1,0
Ayesha Awan,F,47,Islamabad,Salaried,MCB,92000,633,919000,36,0,0,1,0
Sajid Rashid,M,24,Rawalpindi,Salaried,UBL,127000,756,1721000,24,1,0,1,1
Faisal Tariq,M,37,Sialkot,Salaried,Faysal Bank,97900,592,1281000,12,1,0,0,0
Maryam Naseer,F,40,Faisalabad,Salaried,HBL,136000,671,1263000,36,0,0,1,0
Hina Shah,F,58,Karachi,Salaried,HBL,88400,573,50000,60,2,0,1,1
Haroon Awan,M,47,Quetta,Salaried,NBP,25000,700,645000,24,2,0,1,0
Abdullah Naseer,M,34,Multan,Contract,Askari,113200,699,1515000,36,0,0,1,0
Moiz Qureshi,M,35,Karachi,Salaried,Faysal Bank,116700,817,559000,36,0,0,1,1
Kashif Nawaz,M,49,Peshawar,Salaried,Alfalah,176500,750,640000,24,1,0,0,0
Anum Awan,F,55,Karachi,Self-Employed,UBL,118700,565,1284000,60,0,0,0,0
Junaid Naseer,M,52,Lahore,Salaried,MCB,123700,717,1009000,36,0,0,1,0
Hassan Amin,M,57,Faisalabad,Self-Employed,Meezan,117100,666,373000,6,0,0,1,0
Umar Javed,M,29,Karachi,Business Owner,HBL,119000,718,67000,36,2,0,0,0
Ahmed Niaz,M,40,Rawalpindi,Salaried,Meezan,98200,626,603000,12,0,0,1,0
Ahmed Farooq,M,39,Lahore,Salaried,Standard Chartered,75800,739,1140000,24,1,0,1,0
Shahzaib Farooq,M,37,Lahore,Contract,Alfalah,106700,677,1814000,48,0,0,0,0
Fatima Ali,F,21,Islamabad,Business Owner,JS Bank,168200,639,215000,36,0,0,0,1
Tufail Qureshi,M,29,Karachi,Salaried,UBL,76500,605,103000,24,1,0,1,1
Hussain Ali,M,34,Karachi,Salaried,Meezan,157700,589,1584000,18,1,0,0,0
Ahmed Khan,M,37,Karachi,Salaried,Askari,87100,619,512000,36,1,0,1,0
Hassan Niaz,M,31,Karachi,Business Owner,Standard Chartered,160500,650,1357000,36,2,1,0,0
Haroon Shah,M,35,Lahore,Salaried,NBP,157200,743,489000,24,1,0,1,0
Ibrahim Aslam,M,51,Islamabad,Business Owner,Meezan,240200,768,1842000,24,0,0,1,0
Rida Awan,F,34,Karachi,Salaried,UBL,25000,600,568000,24,0,0,1,0
Bushra Butt,F,29,Faisalabad,Salaried,Faysal Bank,158700,646,1093000,12,1,1,0,0
Maham Naseer,F,39,Multan,Salaried,MCB,130600,614,390000,36,0,0,0,0
Kiran Akhtar,F,22,Karachi,Salaried,UBL,141500,579,1149000,18,0,0,1,0
Ahmed Amin,M,30,Karachi,Contract,JS Bank,83100,689,297000,24,1,0,1,0
Abdullah Rashid,M,21,Lahore,Salaried,Faysal Bank,151400,756,50000,36,0,1,1,1
Arslan Naseer,M,23,Rawalpindi,Salaried,Alfalah,167100,737,771000,24,0,0,0,1
Sana Akhtar,F,51,Karachi,Self-Employed,Faysal Bank,166900,688,655000,6,1,0,1,0
Tufail Raza,M,21,Lahore,Salaried,UBL,157400,696,1013000,24,2,1,0,0
Moiz Nawaz,M,26,Gujranwala,Salaried,Faysal Bank,204000,643,424000,24,0,0,0,0
Hussain Aslam,M,28,Lahore,Salaried,Askari,182100,684,1852000,60,0,0,1,0
Imran Latif,M,46,Karachi,Salaried,HBL,89500,609,964000,24,0,1,1,0
Maham Awan,F,34,Islamabad,Self-Employed,Alfalah,173600,797,50000,60,0,1,0,0
Umar Malik,M,29,Lahore,Salaried,Alfalah,169100,789,481000,24,2,0,1,0
Abdullah Gill,M,50,Peshawar,Salaried,Alfalah,133300,633,848000,48,0,0,1,0
Rizwan Farooq,M,29,Hyderabad,Salaried,JS Bank,148500,723,640000,12,0,0,1,1
Maham Mirza,F,58,Karachi,Salaried,Alfalah,50100,701,1031000,12,0,0,0,0
Anas Mehmood,M,53,Quetta,Self-Employed,Askari,134200,716,665000,24,3,0,1,0
Imran Javed,M,56,Faisalabad,Salaried,Faysal Bank,107100,638,50000,18,1,0,0,1
Zain Tariq,M,48,Karachi,Salaried,Standard Chartered,76000,573,50000,36,0,0,0,1
Awais Farooq,M,32,Multan,Salaried,Meezan,162700,762,1101000,36,1,0,0,0
Nimra Shah,F,47,Karachi,Salaried,Askari,65500,758,265000,12,0,0,1,1
Rizwan Siddiqui,M,51,Karachi,Salaried,Meezan,161100,662,894000,48,2,0,1,0
Saba Raza,F,58,Faisalabad,Salaried,UBL,112500,550,387000,12,0,1,1,0
Shahzaib Syed,M,23,Lahore,Business Owner,Askari,230600,596,470000,12,0,0,1,1
Farhan Gill,M,55,Quetta,Unemployed,MCB,34200,720,96000,24,1,0,1,0
Saba Chaudhry,F,53,Lahore,Salaried,Standard Chartered,126000,676,1163000,24,0,0,0,0
Hussain Zafar,M,54,Islamabad,Salaried,Standard Chartered,117700,630,560000,36,1,0,1,0
Kiran Javed,F,29,Faisalabad,Salaried,HBL,98700,663,1802000,48,3,0,0,0
Noman Saeed,M,26,Multan,Contract,Alfalah,110300,642,50000,24,0,0,1,0
Noman Mirza,M,47,Karachi,Salaried,MCB,26800,791,147000,36,0,0,1,1
Imran Amin,M,27,Karachi,Salaried,Meezan,105900,544,1030000,24,1,0,1,1
Zain Iqbal,M,28,Peshawar,Business Owner,Faysal Bank,199900,730,281000,24,0,0,0,1
Ayesha Ahmed,F,60,Karachi,Business Owner,Standard Chartered,155800,660,1168000,36,0,0,0,0
Tufail Haider,M,57,Islamabad,Business Owner,NBP,215600,711,603000,36,0,0,1,1
Ammar Farooq,M,44,Karachi,Salaried,Standard Chartered,83800,675,533000,18,0,0,0,0
Hussain Qureshi,M,46,Rawalpindi,Self-Employed,Askari,85600,725,786000,12,0,0,1,0
Usman Iqbal,M,42,Karachi,Salaried,Alfalah,125400,731,433000,48,0,0,0,1
Ali Malik,M,50,Faisalabad,Salaried,Askari,92600,585,1142000,36,0,0,1,1
Mehak Haider,F,41,Faisalabad,Business Owner,UBL,196200,694,50000,24,1,0,1,1
Faisal Ali,M,45,Islamabad,Business Owner,Askari,132600,625,50000,24,1,0,0,0
Shahzeb Qureshi,M,50,Karachi,Self-Employed,UBL,148400,553,1009000,48,1,0,0,0
Kashif Iqbal,M,52,Karachi,Business Owner,Askari,33800,750,1503000,18,0,0,1,0
Tufail Butt,M,44,Karachi,Salaried,Standard Chartered,105600,806,591000,36,0,0,0,0
Ammar Ahmed,M,50,Karachi,Business Owner,HBL,143100,667,1303000,24,0,0,1,0
Ayla Raza,F,26,Lahore,Business Owner,Askari,55900,602,1492000,36,1,1,1,0
Ibrahim Tariq,M,23,Lahore,Self-Employed,NBP,149800,751,1415000,36,1,1,1,0
Saba Hussain,F,25,Gujranwala,Salaried,Alfalah,114100,610,50000,24,1,0,0,0
Taha Malik,M,50,Faisalabad,Salaried,NBP,82300,560,1030000,36,1,0,1,0
Farhan Saleem,M,33,Lahore,Salaried,Meezan,177800,596,157000,12,1,0,1,1
Hafsa Nawaz,F,52,Multan,Self-Employed,Faysal Bank,86500,829,786000,48,0,0,0,0
Rida Mahmood,F,55,Lahore,Salaried,JS Bank,160800,766,620000,48,0,0,0,1
Sara Iqbal,F,49,Lahore,Salaried,Meezan,115100,741,700000,18,0,1,1,0
Ibrahim Iqbal,M,37,Karachi,Self-Employed,MCB,186500,650,1331000,48,0,0,1,0
Nimra Malik,F,25,Faisalabad,Salaried,NBP,145300,583,100000,60,0,0,1,1
Sidra Ali,F,55,Karachi,Salaried,NBP,32100,640,1653000,24,0,0,0,0
Mehak Latif,F,34,Karachi,Self-Employed,Faysal Bank,84800,693,909000,12,2,1,0,0
Maryam Sheikh,F,43,Lahore,Salaried,Meezan,82600,793,405000,48,1,0,0,0
Alina Ahmed,F,49,Multan,Contract,JS Bank,191300,669,324000,6,2,0,1,1
Hassan Aslam,M,58,Peshawar,Self-Employed,Alfalah,191000,687,1435000,24,2,0,0,1
Zoya Gill,F,41,Islamabad,Business Owner,NBP,251700,602,50000,12,1,0,0,1
Hira Haider,F,56,Quetta,Salaried,Askari,69200,594,1068000,24,0,1,1,0
Maryam Iqbal,F,50,Lahore,Self-Employed,HBL,148500,561,1018000,60,0,0,1,0
Iqra Tariq,F,36,Islamabad,Business Owner,NBP,117500,494,1560000,24,0,0,1,0
Awais Ali,M,34,Quetta,Salaried,Faysal Bank,191300,702,509000,24,1,0,0,1
Moiz Sheikh,M,43,Lahore,Salaried,Askari,142500,860,1751000,12,0,0,1,0
Abdullah Zafar,M,49,Lahore,Salaried,Faysal Bank,109700,775,1693000,24,1,0,1,0
Anaya Amin,F,49,Karachi,Business Owner,JS Bank,122000,717,1008000,36,0,0,1,0
Zoya Raza,F,50,Peshawar,Unemployed,Meezan,37600,743,1029000,24,0,0,1,0
Ayesha Tariq,F,22,Karachi,Contract,Alfalah,115800,689,1245000,24,0,0,1,0
Anum Niaz,F,37,Lahore,Contract,Standard Chartered,89600,721,650000,24,0,0,0,1
Tufail Qureshi,M,27,Faisalabad,Salaried,MCB,86100,739,1615000,36,0,0,1,0
Bilal Sheikh,M,22,Lahore,Salaried,Askari,149900,683,1414000,18,0,1,1,0
Tufail Mahmood,M,50,Faisalabad,Salaried,Askari,118300,545,488000,18,0,0,1,0
Rabia Niaz,F,60,Multan,Salaried,Meezan,90600,750,1148000,12,0,0,1,1
Shahzeb Awan,M,57,Multan,Salaried,Alfalah,130000,626,50000,12,0,0,1,1
Maham Mehmood,F,55,Karachi,Self-Employed,JS Bank,176500,625,50000,24,1,0,1,1
Noor Sheikh,F,33,Karachi,Business Owner,Faysal Bank,162700,660,347000,36,1,0,0,0
Saad Ahmed,M,27,Peshawar,Salaried,JS Bank,149500,683,108000,48,0,0,0,1
Hina Mirza,F,36,Karachi,Business Owner,NBP,108700,743,1280000,24,1,0,0,0
Farhan Raza,M,38,Rawalpindi,Salaried,Meezan,186700,773,1120000,12,2,0,1,0
Imran Siddiqui,M,55,Lahore,Self-Employed,Meezan,94600,707,927000,24,1,0,0,0
Imran Mahmood,M,33,Hyderabad,Salaried,JS Bank,145300,740,617000,18,0,0,1,1
Imran Mahmood,M,31,Karachi,Self-Employed,Standard Chartered,131700,683,1307000,6,0,0,1,0
Danish Nawaz,M,60,Multan,Salaried,UBL,77900,610,1634000,36,0,0,0,0
Awais Syed,M,58,Lahore,Business Owner,Faysal Bank,139900,784,815000,18,1,0,1,1
Farhan Gill,M,49,Karachi,Salaried,NBP,198900,596,1086000,24,0,0,1,1
Danish Zafar,M,26,Lahore,Salaried,Meezan,76400,593,722000,36,0,0,1,0
Sohail Akhtar,M,43,Islamabad,Business Owner,MCB,103500,675,435000,24,0,0,0,0
Hassan Aslam,M,31,Karachi,Salaried,NBP,80800,669,419000,36,1,0,0,1
Hina Javed,F,27,Karachi,Salaried,NBP,164700,689,357000,24,0,0,0,1
Ammar Rehman,M,22,Peshawar,Salaried,Alfalah,128200,801,1094000,36,0,0,1,1
Haroon Rajput,M,33,Rawalpindi,Salaried,Meezan,101800,662,1329000,12,1,0,1,0
Sahar Butt,F,24,Rawalpindi,Business Owner,Meezan,144500,610,114000,24,1,0,0,0
Sahar Ahmed,F,24,Lahore,Salaried,Alfalah,100000,710,50000,60,2,0,0,1
Iqra Ali,F,31,Lahore,Salaried,Askari,111200,803,659000,24,0,0,1,0
Ayla Rashid,F,40,Karachi,Salaried,Standard Chartered,71900,746,1023000,24,0,0,0,0
Junaid Zafar,M,47,Karachi,Salaried,MCB,58400,689,1066000,48,0,1,1,0
Sidra Awan,F,55,Sialkot,Salaried,UBL,130400,672,1161000,24,0,0,1,0
Moiz Mirza,M,29,Karachi,Salaried,Standard Chartered,92100,745,238000,24,2,0,1,0
Haroon Mahmood,M,52,Lahore,Salaried,Faysal Bank,138700,590,110000,24,0,0,1,1
Sameer Niaz,M,58,Hyderabad,Self-Employed,UBL,146700,649,944000,12,2,0,1,0
Rabia Saleem,F,51,Rawalpindi,Salaried,Standard Chartered,172400,613,134000,18,1,0,0,1
Asad Awan,M,34,Karachi,Salaried,Standard Chartered,127000,799,823000,36,0,0,1,0
Noman Nawaz,M,33,Lahore,Salaried,Faysal Bank,146600,832,1193000,12,1,0,0,0
Tufail Akhtar,M,41,Lahore,Business Owner,UBL,128300,780,50000,24,0,0,1,1
Mahnoor Aslam,F,54,Lahore,Contract,Faysal Bank,37300,664,874000,36,1,0,1,0
Danish Gill,M,47,Multan,Salaried,Standard Chartered,108200,567,61000,60,0,0,1,1
Asad Tariq,M,39,Islamabad,Salaried,Alfalah,96200,692,1140000,60,1,0,1,0
Awais Saleem,M,26,Faisalabad,Contract,Standard Chartered,64800,635,1314000,24,0,0,0,0
Hina Khan,F,47,Lahore,Contract,NBP,134000,679,540000,36,0,0,0,0
Haroon Haider,M,48,Rawalpindi,Salaried,Alfalah,105400,689,702000,12,0,0,0,0
Hina Shah,F,41,Lahore,Self-Employed,UBL,155300,779,419000,12,1,0,0,1
Arslan Naseer,M,25,Faisalabad,Salaried,Standard Chartered,68300,689,605000,60,0,0,1,0
Asad Chaudhry,M,38,Faisalabad,Salaried,HBL,128500,706,1319000,60,2,0,1,0
Moiz Shah,M,54,Lahore,Business Owner,MCB,220000,778,959000,18,1,0,1,0
Farhan Tariq,M,59,Lahore,Salaried,Meezan,209600,703,1432000,60,0,0,1,0
Umar Awan,M,40,Multan,Business Owner,Meezan,77700,642,50000,36,0,0,0,1
Ali Siddiqui,M,54,Islamabad,Salaried,MCB,133300,601,1160000,36,0,0,1,0
Zainab Qureshi,F,24,Islamabad,Salaried,Askari,56100,711,907000,24,1,0,1,0
Sajid Saeed,M,23,Hyderabad,Self-Employed,Faysal Bank,74200,736,1120000,18,0,0,1,0
Sohail Gill,M,49,Karachi,Contract,Faysal Bank,112700,710,503000,24,0,1,1,1
Abdullah Ahmed,M,59,Lahore,Salaried,Alfalah,138300,714,50000,48,0,0,0,1
Taha Mahmood,M,24,Karachi,Contract,Alfalah,131100,810,50000,6,0,0,0,1
Junaid Naseer,M,26,Karachi,Self-Employed,Meezan,130800,696,767000,12,0,0,0,1
Abdullah Zafar,M,59,Islamabad,Self-Employed,UBL,199500,671,1132000,24,0,0,1,1
Farhan Javed,M,59,Karachi,Salaried,NBP,154000,772,612000,6,0,0,1,1
Tufail Siddiqui,M,39,Karachi,Salaried,Faysal Bank,116600,682,930000,24,0,0,0,0
Hira Farooq,F,22,Karachi,Self-Employed,Faysal Bank,175000,668,1111000,12,0,0,0,1
Sara Aslam,F,36,Lahore,Salaried,Alfalah,104000,738,50000,6,0,0,1,1
Bushra Mahmood,F,47,Hyderabad,Unemployed,Alfalah,42200,622,503000,36,0,0,1,0
Muhammad Chaudhry,M,33,Rawalpindi,Salaried,Standard Chartered,131700,566,1165000,36,0,0,1,1
Ayla Niaz,F,34,Rawalpindi,Salaried,Alfalah,108800,742,1901000,60,0,0,0,0
Noman Siddiqui,M,38,Lahore,Salaried,Faysal Bank,87700,813,1180000,12,1,0,0,0
Bilal Tariq,M,39,Karachi,Salaried,NBP,110200,821,251000,36,3,1,1,0
Hira Rashid,F,52,Faisalabad,Salaried,Standard Chartered,134200,635,1405000,24,0,0,1,0
Noman Tariq,M,40,Karachi,Business Owner,HBL,162000,671,676000,36,1,0,1,1
Shahzaib Ahmed,M,41,Faisalabad,Salaried,MCB,152100,550,632000,36,0,0,0,1
Zainab Zafar,F,37,Lahore,Salaried,NBP,105600,667,114000,48,0,0,1,1
Bilal Malik,M,46,Lahore,Business Owner,HBL,194800,893,1743000,24,1,0,1,0
Awais Rajput,M,48,Lahore,Contract,Askari,21200,642,135000,6,0,0,1,0
Faisal Tariq,M,23,Karachi,Contract,Faysal Bank,91600,819,590000,24,0,0,0,1
Ibrahim Chaudhry,M,22,Rawalpindi,Salaried,Meezan,104700,584,588000,36,1,0,0,0
Zainab Amin,F,55,Karachi,Salaried,Faysal Bank,30100,696,678000,24,0,0,0,0
Moiz Akhtar,M,22,Karachi,Salaried,Standard Chartered,164000,691,1340000,18,1,0,0,1
Hussain Iqbal,M,42,Lahore,Contract,MCB,100700,752,623000,60,0,0,0,0
Noman Raza,M,54,Multan,Contract,Standard Chartered,120300,651,1354000,48,1,0,1,0
Hira Rehman,F,41,Lahore,Self-Employed,NBP,117100,548,902000,36,0,1,1,0
Dania Ali,F,24,Sialkot,Self-Employed,MCB,179700,789,909000,60,1,0,1,0
Taha Saeed,M,31,Karachi,Salaried,HBL,124100,615,1205000,48,0,0,1,0
Maham Hussain,F,27,Karachi,Contract,UBL,125900,610,822000,48,0,0,1,0
Awais Ali,M,24,Peshawar,Salaried,Askari,126700,638,893000,12,0,0,0,1
Anum Sheikh,F,35,Karachi,Business Owner,Askari,191200,596,1395000,12,1,0,0,0
Haroon Naseer,M,34,Karachi,Salaried,JS Bank,124700,612,225000,48,0,0,0,0
Asad Latif,M,47,Faisalabad,Salaried,UBL,137500,674,1045000,60,0,0,1,0
Awais Mirza,M,53,Karachi,Self-Employed,MCB,142000,747,1973000,60,1,1,0,0
Ayla Rashid,F,44,Islamabad,Salaried,Faysal Bank,49900,662,561000,18,1,0,1,0
Anum Javed,F,42,Karachi,Business Owner,UBL,73700,592,1295000,24,0,0,1,0
Moiz Gill,M,53,Peshawar,Salaried,Standard Chartered,97200,575,396000,12,0,0,0,1
Sameer Malik,M,31,Islamabad,Salaried,Alfalah,169500,754,868000,12,1,0,1,0
Noman Farooq,M,40,Lahore,Self-Employed,JS Bank,137700,613,393000,6,0,0,0,1
Sohail Iqbal,M,44,Lahore,Business Owner,Faysal Bank,80800,716,1460000,48,0,0,1,0
Noman Haider,M,53,Karachi,Salaried,Standard Chartered,106800,654,1055000,12,0,0,0,0
Saad Rashid,M,35,Karachi,Self-Employed,HBL,115500,713,50000,12,1,0,1,1
Noor Amin,F,41,Sialkot,Salaried,HBL,110000,729,912000,36,0,0,0,0
Faiz Rajput,M,29,Karachi,Business Owner,MCB,206100,706,892000,12,0,0,0,1
Sana Zafar,F,33,Karachi,Self-Employed,Askari,164800,643,1003000,48,1,0,1,1
Junaid Butt,M,50,Lahore,Contract,HBL,141500,682,1697000,24,0,0,0,0
Noman Ahmed,M,54,Karachi,Self-Employed,Meezan,124900,651,442000,12,0,0,1,0
Shahzaib Qureshi,M,27,Karachi,Self-Employed,Meezan,157900,759,995000,36,0,1,1,0
Ibrahim Ali,M,60,Karachi,Salaried,Standard Chartered,164300,717,50000,60,0,1,0,1
Ibrahim Latif,M,44,Karachi,Salaried,Faysal Bank,116800,566,1456000,36,0,0,0,0
Ayesha Awan,F,60,Peshawar,Salaried,Alfalah,30900,742,50000,36,0,0,0,1
Hamza Javed,M,50,Karachi,Salaried,Faysal Bank,105300,706,367000,36,1,0,1,1
Hamza Mehmood,M,26,Karachi,Salaried,Alfalah,198400,525,798000,6,0,0,1,0
Mehak Ali,F,23,Faisalabad,Contract,NBP,113600,629,1032000,12,1,0,1,0
Hassan Tariq,M,57,Lahore,Contract,Alfalah,104100,758,304000,12,0,0,0,0
Shahzeb Gill,M,48,Lahore,Salaried,HBL,92800,697,1638000,48,2,1,1,0
Sana Raza,F,55,Lahore,Salaried,Standard Chartered,97600,771,684000,18,1,0,1,0
Awais Chaudhry,M,21,Islamabad,Salaried,HBL,126000,720,1397000,12,1,0,0,0
Anas Amin,M,27,Lahore,Unemployed,HBL,39100,703,320000,12,0,0,1,0
Maham Rashid,F,53,Multan,Salaried,Alfalah,54600,720,2353000,60,0,0,0,0
Fatima Shah,F,54,Multan,Contract,NBP,62100,653,778000,36,3,0,0,0
Usman Khan,M,32,Lahore,Salaried,JS Bank,133700,753,775000,60,2,0,0,0
Taha Saleem,M,60,Karachi,Self-Employed,UBL,142100,689,997000,24,3,0,1,0
Dania Chaudhry,F,27,Lahore,Business Owner,Meezan,48400,697,705000,48,0,0,1,0
Usman Naseer,M,33,Karachi,Self-Employed,Faysal Bank,117400,776,1253000,60,0,0,0,0
Abdullah Haider,M,26,Karachi,Salaried,NBP,178600,744,901000,24,0,0,1,0
Sajid Gill,M,43,Lahore,Unemployed,MCB,29500,713,597000,36,1,0,1,0
Noor Latif,F,38,Lahore,Business Owner,Standard Chartered,108400,635,745000,24,0,0,0,1
Danish Ahmed,M,45,Karachi,Salaried,Faysal Bank,112800,651,432000,12,0,0,1,0
Ammar Aslam,M,32,Lahore,Salaried,HBL,177500,681,660000,36,0,0,0,1
Imran Saleem,M,42,Islamabad,Self-Employed,Alfalah,165200,560,50000,24,1,0,1,0
Arslan Syed,M,39,Islamabad,Self-Employed,Alfalah,99500,727,74000,36,3,0,1,1
Zainab Mahmood,F,32,Multan,Salaried,Faysal Bank,142200,654,809000,48,1,1,1,0
Hussain Rashid,M,54,Karachi,Business Owner,Askari,141100,704,764000,24,1,0,0,1
Junaid Chaudhry,M,55,Karachi,Salaried,Alfalah,65100,636,1486000,60,2,0,0,0
Noor Naseer,F,25,Lahore,Salaried,Standard Chartered,163100,788,1234000,48,0,0,0,0
Hamza Saleem,M,32,Lahore,Salaried,UBL,142400,586,988000,36,1,0,1,0
Muhammad Awan,M,31,Karachi,Salaried,NBP,79000,504,439000,18,0,0,0,0
Asad Saeed,M,32,Karachi,Salaried,NBP,161000,752,1098000,36,0,0,1,1
Anum Awan,F,25,Karachi,Contract,Faysal Bank,21200,571,547000,36,0,0,0,0
Sidra Chaudhry,F,36,Islamabad,Salaried,HBL,118800,611,718000,24,0,0,0,1
Noor Awan,F,46,Lahore,Self-Employed,Alfalah,251000,539,50000,6,0,1,1,1
Sohail Mehmood,M,35,Rawalpindi,Unemployed,Faysal Bank,52600,757,854000,36,1,0,0,0
Rizwan Butt,M,45,Islamabad,Unemployed,Alfalah,26500,736,735000,12,0,0,1,0
Saad Mirza,M,23,Karachi,Business Owner,HBL,322600,744,963000,18,2,0,0,0
Rida Naseer,F,54,Faisalabad,Self-Employed,UBL,168400,766,757000,12,0,1,0,0
Kashif Zafar,M,41,Karachi,Salaried,Alfalah,111000,736,50000,24,1,0,1,1
Hamza Saleem,M,50,Islamabad,Salaried,Alfalah,129800,655,1208000,60,1,0,1,0
Mahnoor Mehmood,F,40,Islamabad,Salaried,Standard Chartered,100100,693,842000,36,0,0,1,0
Muhammad Latif,M,48,Karachi,Salaried,Alfalah,156200,736,1428000,12,0,0,0,1
Junaid Mahmood,M,43,Karachi,Salaried,Askari,106100,708,50000,18,0,0,1,0
Saad Naseer,M,27,Karachi,Business Owner,Meezan,179800,629,673000,24,0,0,0,0
Anas Rashid,M,30,Islamabad,Contract,UBL,92800,683,1406000,48,0,0,0,0
Sahar Rashid,F,53,Lahore,Self-Employed,NBP,52600,690,90000,36,2,1,1,0
Rizwan Mehmood,M,34,Gujranwala,Self-Employed,Meezan,106800,746,1344000,18,1,0,0,0
Mehak Rashid,F,21,Islamabad,Salaried,HBL,116000,698,1444000,36,0,0,1,0
Asad Iqbal,M,41,Karachi,Salaried,MCB,116800,699,1058000,12,0,0,1,0
Junaid Niaz,M,49,Lahore,Business Owner,Faysal Bank,214000,627,385000,36,1,0,1,1
Hafsa Zafar,F,55,Karachi,Salaried,Standard Chartered,147000,710,331000,60,0,0,1,1
Anaya Akhtar,F,53,Islamabad,Self-Employed,UBL,120300,653,862000,48,0,0,1,1
Arslan Saleem,M,58,Quetta,Salaried,UBL,101700,719,1201000,36,0,0,0,0
Maham Naseer,F,30,Faisalabad,Business Owner,Faysal Bank,175000,670,1818000,24,1,0,1,0
Anum Mirza,F,49,Karachi,Self-Employed,Standard Chartered,124500,623,1093000,24,3,0,1,0
Sahar Rashid,F,33,Karachi,Salaried,MCB,100600,664,392000,36,0,0,1,1
Sajid Aslam,M,56,Peshawar,Business Owner,Faysal Bank,114400,642,1444000,36,0,0,0,0
Haroon Chaudhry,M,30,Karachi,Business Owner,MCB,141300,651,1703000,48,0,0,1,0
Faiz Raza,M,49,Rawalpindi,Salaried,HBL,144600,673,1018000,36,0,0,0,0
Shahzeb Mirza,M,53,Karachi,Salaried,JS Bank,75700,677,1124000,12,1,0,0,0
Arslan Khan,M,44,Karachi,Salaried,Standard Chartered,143500,574,1267000,36,1,1,0,0
Danish Aslam,M,37,Karachi,Salaried,MCB,243000,768,50000,12,0,0,1,1
Kashif Rehman,M,39,Karachi,Self-Employed,NBP,112700,645,904000,60,0,0,1,0
Ahmed Ali,M,35,Karachi,Salaried,Askari,110000,792,690000,24,1,0,0,1
